Scheme_Code	Scheme_Name	Asset_Value	NAV	Date
134576	ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Direct Plan Dividend Option	13888.20	13.8882	27-May-2019
134574	ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Dividend Option	13717.60	13.7176	27-May-2019
139253	ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Cumulative Option	12441.80	12.4418	03-May-2019
139255	ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Cumulative Option	12548.70	12.5487	03-May-2019
139256	ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Dividend Option	12548.70	12.5487	03-May-2019
139254	ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Dividend Option	12441.80	12.4418	03-May-2019
139178	ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Cumulative Option	12656.90	12.6569	18-Apr-2019
139180	ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Cumulative Option	12682.60	12.6826	18-Apr-2019
139179	ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Dividend Option	12682.60	12.6826	18-Apr-2019
136462	ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Cumulative Option	12942.80	12.9428	18-Apr-2019
136461	ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Direct Plan Cumulative Option	13024.40	13.0244	18-Apr-2019
136460	ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Direct Plan Dividend Option	13024.40	13.0244	18-Apr-2019
136459	ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Dividend Option	12942.80	12.9428	18-Apr-2019
139107	ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Cumulative Option	12674.60	12.6746	25-Apr-2019
139109	ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Cumulative Option	12702.30	12.7023	25-Apr-2019
139110	ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Dividend Option	12702.30	12.7023	25-Apr-2019
139103	ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Cumulative Option	12617.50	12.6175	25-Apr-2019
139104	ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Direct Plan Cumulative Option	12686.40	12.6864	25-Apr-2019
136294	ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Cumulative Option	12797.90	12.7979	25-Apr-2019
136295	ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Direct Plan Cumulative Option	12823.20	12.8232	25-Apr-2019
136297	ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Direct Plan Dividend Option	12780.60	12.7806	25-Apr-2019
136296	ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Dividend Option	12755.90	12.7559	25-Apr-2019
139101	ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Cumulative Option	12629.90	12.6299	29-May-2019
139099	ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Direct Plan Cumulative Option	12707.00	12.7070	29-May-2019
139102	ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Dividend Option	12629.90	12.6299	29-May-2019
136228	ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Cumulative Option	12875.80	12.8758	08-May-2019
136230	ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Direct Plan Cumulative Option	12903.20	12.9032	08-May-2019
136231	ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Direct Plan Dividend Option	12850.70	12.8507	08-May-2019
136229	ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Dividend Option	12824.00	12.8240	08-May-2019
136224	ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Cumulative Option	12922.80	12.9228	09-May-2019
136226	ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Direct Plan Cumulative Option	12950.40	12.9504	09-May-2019
136227	ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Direct Plan Dividend Option	12889.70	12.8897	09-May-2019
136225	ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Dividend Option	12862.80	12.8628	09-May-2019
136047	ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Cumulative Option	12851.40	12.8514	22-Apr-2019
136046	ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Direct Plan Cumulative Option	12881.80	12.8818	22-Apr-2019
136049	ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Direct Plan Dividend Option	12881.80	12.8818	22-Apr-2019
136048	ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Dividend Option	12851.40	12.8514	22-Apr-2019
135930	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Cumulative Option	12763.70	12.7637	02-Apr-2019
135928	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Direct Plan Cumulative Option	12835.90	12.8359	02-Apr-2019
135929	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Direct Plan Dividend Option	12835.90	12.8359	02-Apr-2019
135931	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Dividend Option	12763.70	12.7637	02-Apr-2019
135995	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Cumulative Option	12873.90	12.8739	23-Apr-2019
135992	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Direct Plan Cumulative Option	12906.40	12.9064	23-Apr-2019
135993	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Direct Plan Dividend Option	12906.40	12.9064	23-Apr-2019
135994	ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Dividend Option	12873.90	12.8739	23-Apr-2019
135846	ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Cumulative Option	12802.80	12.8028	03-Apr-2019
135847	ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Direct Plan Cumulative Option	12891.30	12.8913	03-Apr-2019
135845	ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Direct Plan Dividend Option	12891.20	12.8912	03-Apr-2019
135848	ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Dividend Option	12802.80	12.8028	03-Apr-2019
139114	ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Cumulative Option	13425.10	13.4251	01-Oct-2019
139113	ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Direct Plan Cumulative Option	13516.70	13.5167	01-Oct-2019
139111	ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Direct Plan Dividend Option	13516.70	13.5167	01-Oct-2019
139112	ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Dividend Option	13425.10	13.4251	01-Oct-2019
136239	ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Cumulative Option	10416.00	10.4160	29-Aug-2016
136238	ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Direct Plan Cumulative Option	10421.40	10.4214	29-Aug-2016
136237	ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Direct Plan Dividend Option	10421.40	10.4214	29-Aug-2016
136236	ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Dividend Option	10416.00	10.4160	29-Aug-2016
136220	ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Cumulative Option	10411.40	10.4114	18-Aug-2016
136221	ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Direct Plan Cumulative Option	10418.10	10.4181	18-Aug-2016
136223	ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Direct Plan Dividend Option	10221.30	10.2213	16-May-2016
136222	ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Dividend Option	10216.00	10.2160	16-May-2016
136298	ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan M Direct Plan Dividend Option	10225.30	10.2253	30-May-2016
136301	ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan M Dividend Option	10223.90	10.2239	30-May-2016
136299	ICICI Prudential Fixed Maturity Plan - Series 78 -95 Days Plan M Cumulative Option	10224.00	10.2240	30-May-2016
136300	ICICI Prudential Fixed Maturity Plan - Series 78 -95 Days Plan M Direct Plan Cumulative Option	10225.30	10.2253	30-May-2016
139762	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Cumulative Option	12738.70	12.7387	16-Sep-2019
139761	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Direct Plan Cumulative Option	12847.40	12.8474	16-Sep-2019
139760	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Direct Plan Dividend Option	12847.40	12.8474	16-Sep-2019
139759	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Dividend Option	12738.70	12.7387	16-Sep-2019
139841	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Cumulative Option	12301.80	12.3018	16-Sep-2019
139842	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Direct Plan Cumulative Option	12370.70	12.3707	16-Sep-2019
139843	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Direct Plan Dividend Option	12370.70	12.3707	16-Sep-2019
139844	ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Dividend Option	12301.80	12.3018	16-Sep-2019
139342	ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Cumulative Option	12527.90	12.5279	28-May-2019
139341	ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Cumulative Option	12627.10	12.6271	28-May-2019
139343	ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Dividend Option	12627.10	12.6271	28-May-2019
139340	ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Dividend Option	12527.90	12.5279	28-May-2019
139747	ICICI Prudential Fixed Maturity Plan - Seires 79 - 1106 Days Plan M Cumulative Option	12295.00	12.2950	03-Sep-2019
139749	ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M  Dividend Option	12295.00	12.2950	03-Sep-2019
139748	ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M Direct Plan Cumulative Option	12372.20	12.3722	03-Sep-2019
139750	ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M Direct Plan Dividend Option	12372.20	12.3722	03-Sep-2019
139704	ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Cumulative Option	12368.20	12.3682	03-Sep-2019
139702	ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Direct Plan Cumulative Option	12427.80	12.4278	03-Sep-2019
139703	ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Direct Plan Dividend Option	12427.80	12.4278	03-Sep-2019
139701	ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Dividend Option	12368.20	12.3682	03-Sep-2019
139642	ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J Cumulative Option	12427.70	12.4277	27-Aug-2019
139643	ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J Direct Plan Cumulative Option	12485.10	12.4851	27-Aug-2019
139645	ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J Dividend Option	12427.70	12.4277	27-Aug-2019
139475	ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Cumulative Option	12436.60	12.4366	01-Aug-2019
139477	ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Direct Plan Cumulative Option	12519.40	12.5194	01-Aug-2019
139476	ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Direct Plan Dividend Option	12519.40	12.5194	01-Aug-2019
139474	ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Dividend Option	12436.60	12.4366	01-Aug-2019
139451	ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Cumulative Option	12661.80	12.6618	13-Aug-2019
139453	ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Direct Plan Cumulative Option	12818.00	12.8180	13-Aug-2019
139452	ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Direct Plan Dividend Option	12818.00	12.8180	13-Aug-2019
139454	ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Dividend Option	12661.80	12.6618	13-Aug-2019
139295	ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Cumulative Option	13113.90	13.1139	04-Sep-2019
139297	ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Direct Plan Cumulative Option	13300.30	13.3003	04-Sep-2019
139298	ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Direct Plan Dividend Option	13300.30	13.3003	04-Sep-2019
139296	ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Dividend Option	13113.90	13.1139	04-Sep-2019
139943	ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Cumulative Option	13026.70	13.0267	27-Jul-2020
139941	ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Direct Plan Cumulative Option	13104.30	13.1043	27-Jul-2020
139944	ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Dividend Option	13026.70	13.0267	27-Jul-2020
140019	ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A Cumulative Option	12589.30	12.5893	25-Oct-2019
140022	ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A Direct Plan Cumulative Option	12717.30	12.7173	25-Oct-2019
140020	ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A Direct Plan Dividend Option	12717.30	12.7173	25-Oct-2019
140021	ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A Dividend Option	12589.30	12.5893	25-Oct-2019
141089	ICICI Prudential Fixed Maturity Plan - Series 80 - 1125 Days Plan S - Cumulative Option	12673.50	12.6735	27-Apr-2020
141090	ICICI Prudential Fixed Maturity Plan - Series 80 - 1125 Days Plan S - Direct Plan - Cumulative Option	12779.00	12.7790	27-Apr-2020
141091	ICICI Prudential Fixed Maturity Plan - Series 80 - 1125 Days Plan S - Direct Plan - Dividend Option	12779.00	12.7790	27-Apr-2020
141092	ICICI Prudential Fixed Maturity Plan - Series 80 - 1125 Days Plan S - Dividend Option	12673.50	12.6735	27-Apr-2020
140955	ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Cumulative Option	12680.30	12.6803	11-May-2020
140957	ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Direct Plan - Cumulative Option	12831.30	12.8313	11-May-2020
140956	ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Direct Plan - Dividend Option	12831.30	12.8313	11-May-2020
140954	ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Dividend Option	12680.30	12.6803	11-May-2020
140776	ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N - Cumulative Option	12736.10	12.7361	08-May-2020
140774	ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N - Direct Plan - Dividend Option	12874.60	12.8746	08-May-2020
140775	ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N - Dividend Option	12736.10	12.7361	08-May-2020
140773	ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N -Direct Plan - Cumulative Option	12874.60	12.8746	08-May-2020
140621	ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Cumulative Option	12788.80	12.7888	12-May-2020
140623	ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Direct Plan - Cumulative Option	12929.20	12.9292	12-May-2020
140624	ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Direct Plan - Dividend Option	12929.20	12.9292	12-May-2020
140622	ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Dividend Option	12788.80	12.7888	12-May-2020
141097	ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Cumulative Option	12569.60	12.5696	27-Jul-2020
141098	ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Cumulative Option	12608.20	12.6082	27-Jul-2020
141100	ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Dividend Option	12608.20	12.6082	27-Jul-2020
141099	ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Dividend Option	12569.60	12.5696	27-Jul-2020
141163	ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Cumulative Option	12624.50	12.6245	04-Aug-2020
141166	ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Direct Plan - Cumulative Option	12664.70	12.6647	04-Aug-2020
141164	ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Direct Plan - Dividend Option	12664.70	12.6647	04-Aug-2020
141165	ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Dividend Option	12624.50	12.6245	04-Aug-2020
140942	ICICI Prudential Fixed Maturity Plan - Series 80 - 1227 Days Plan Q - Cumulative Option	12647.80	12.6478	29-Jul-2020
140944	ICICI Prudential Fixed Maturity Plan - Series 80 - 1227 Days Plan Q - Direct Plan Cumulative Option	12689.40	12.6894	29-Jul-2020
140945	ICICI Prudential Fixed Maturity Plan - Series 80 - 1227 Days Plan Q - Direct Plan Dividend Option	12689.40	12.6894	29-Jul-2020
140932	ICICI Prudential Fixed Maturity Plan - Series 80 - 1231 Days Plan P - Cumulative Option	12664.40	12.6644	29-Jul-2020
140934	ICICI Prudential Fixed Maturity Plan - Series 80 - 1231 Days Plan P - Direct Plan - Cumulative Option	12707.20	12.7072	29-Jul-2020
140935	ICICI Prudential Fixed Maturity Plan - Series 80 - 1231 Days Plan P - Direct Plan - Dividend Option	12707.20	12.7072	29-Jul-2020
140931	ICICI Prudential Fixed Maturity Plan - Series 80 - 1233 Days Plan O - Cumulative Option	12645.90	12.6459	29-Jul-2020
140928	ICICI Prudential Fixed Maturity Plan - Series 80 - 1233 Days Plan O - Direct Plan - Cumulative Option	12666.80	12.6668	29-Jul-2020
140929	ICICI Prudential Fixed Maturity Plan - Series 80 - 1233 Days Plan O - Direct Plan - Dividend Option	12666.80	12.6668	29-Jul-2020
140777	ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Cumulative Option	12646.20	12.6462	05-Aug-2020
140778	ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Direct Plan - Cumulative Option	12669.60	12.6696	05-Aug-2020
140779	ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Direct Plan - Dividend Option	12669.60	12.6696	05-Aug-2020
140780	ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Dividend Option	12646.20	12.6462	05-Aug-2020
140111	ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D - Cumulative Option	12873.20	12.8732	22-Apr-2020
140109	ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D - Direct Plan - Cumulative Option	12969.90	12.9699	22-Apr-2020
140108	ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D - Dividend Option	12873.20	12.8732	22-Apr-2020
140661	ICICI Prudential Fixed Maturity Plan - Series 80 - 1253 Days Plan J - Cumulative Option	12636.50	12.6365	29-Jul-2020
140663	ICICI Prudential Fixed Maturity Plan - Series 80 - 1253 Days Plan J - Direct Plan - Cumulative Option	12642.80	12.6428	29-Jul-2020
140662	ICICI Prudential Fixed Maturity Plan - Series 80 - 1253 Days Plan J - Dividend Option	12636.50	12.6365	29-Jul-2020
141599	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Cumulative Option	12386.30	12.3863	17-Jul-2020
141597	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Cumulative Option	12511.70	12.5117	17-Jul-2020
141600	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Dividend Option	12511.70	12.5117	17-Jul-2020
141598	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Dividend Option	12386.30	12.3863	17-Jul-2020
141694	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Cumulative option	12420.40	12.4204	19-Aug-2020
141697	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Cumulative option	12519.40	12.5194	19-Aug-2020
141696	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Dividend option	12519.40	12.5194	19-Aug-2020
141695	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Dividend option	12420.40	12.4204	19-Aug-2020
141856	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Cumulative Option	12477.90	12.4779	15-Oct-2020
141854	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Direct Plan Cumulative Option	12510.10	12.5101	15-Oct-2020
141855	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Direct Plan Dividend Option	12510.10	12.5101	15-Oct-2020
141853	ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Dividend Option	12477.90	12.4779	15-Oct-2020
141264	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Cumulative Option	12450.70	12.4507	04-May-2020
141262	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Direct Plan - Cumulative Option	12718.80	12.7188	04-May-2020
141263	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Direct Plan - Dividend Option	12718.80	12.7188	04-May-2020
141261	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Dividend Option	12450.70	12.4507	04-May-2020
141332	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Cumulative Option	12448.00	12.4480	18-May-2020
141329	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Direct Plan - Cumulative Option	12665.60	12.6656	18-May-2020
141331	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Direct Plan - Dividend Option	12665.60	12.6656	18-May-2020
141330	ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Dividend Option	12448.00	12.4480	18-May-2020
141371	ICICI Prudential Fixed Maturity Plan - Series 81 - 1116 Days Plan I - Cumulative Option	12458.00	12.4580	01-Jun-2020
141373	ICICI Prudential Fixed Maturity Plan - Series 81 - 1116 Days Plan I - Direct Plan - Cumulative Option	12529.60	12.5296	01-Jun-2020
141374	ICICI Prudential Fixed Maturity Plan - Series 81 - 1116 Days Plan I - Direct Plan - Dividend Option	12529.60	12.5296	01-Jun-2020
141516	ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Cumulative Option	12315.40	12.3154	13-Aug-2020
141514	ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Direct Plan - Cumulative Option	12377.40	12.3774	13-Aug-2020
141517	ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Direct Plan - Dividend Option	12377.40	12.3774	13-Aug-2020
141515	ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Dividend Option	12315.40	12.3154	13-Aug-2020
141472	ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J - Direct Plan - Cumulative Option	12401.60	12.4016	05-Aug-2020
141473	ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J - Direct Plan - Dividend Option	12401.60	12.4016	05-Aug-2020
141471	ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J Cumulative Option	12316.90	12.3169	05-Aug-2020
141474	ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J Dividend Option	12316.90	12.3169	05-Aug-2020
141668	ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Cumulative Option	12368.70	12.3687	22-Sep-2020
141670	ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Cumulative Option	12398.20	12.3982	22-Sep-2020
141669	ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Dividend Option	12398.20	12.3982	22-Sep-2020
141671	ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Dividend Option	12368.70	12.3687	22-Sep-2020
141687	ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Cumulative Option	12351.20	12.3512	05-Oct-2020
141686	ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Cumulative Option	12386.40	12.3864	05-Oct-2020
141688	ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Dividend Option	12386.40	12.3864	05-Oct-2020
141689	ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Dividend Option	12351.20	12.3512	05-Oct-2020
141355	ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Cumulative Option	12447.80	12.4478	12-Aug-2020
141357	ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Direct Plan - Cumulative Option	12545.20	12.5452	12-Aug-2020
141358	ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Direct Plan - Dividend Option	12545.20	12.5452	12-Aug-2020
141356	ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Dividend Option	12447.80	12.4478	12-Aug-2020
141354	ICICI Prudential Fixed Maturity Plan - Series 81 - 1185 Days Plan G - Cumulative Option	12473.00	12.4730	10-Aug-2020
141352	ICICI Prudential Fixed Maturity Plan - Series 81 - 1185 Days Plan G - Direct Plan - Cumulative Option	12568.00	12.5680	10-Aug-2020
141351	ICICI Prudential Fixed Maturity Plan - Series 81 - 1185 Days Plan G - Dividend Option	12473.00	12.4730	10-Aug-2020
141343	ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Cumulative Option	12476.70	12.4767	06-Aug-2020
141346	ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Direct Plan - Cumulative Option	12578.50	12.5785	06-Aug-2020
141345	ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Dividend Option	12476.70	12.4767	06-Aug-2020
141269	ICICI Prudential Fixed Maturity Plan - Series 81 - 1195 Days Plan D - Cumulative Option	12478.90	12.4789	04-Aug-2020
141272	ICICI Prudential Fixed Maturity Plan - Series 81 - 1195 Days Plan D - Direct Plan - Cumulative Option	12590.00	12.5900	04-Aug-2020
141271	ICICI Prudential Fixed Maturity Plan - Series 81 - 1195 Days Plan D - Dividend Option	12478.90	12.4789	04-Aug-2020
141183	ICICI Prudential Fixed Maturity Plan - Series 81 - 1205 Days Plan B - Cumulative Option	12498.50	12.4985	11-Aug-2020
